url,score_total,signals_detected,timestamp,scoring_version,is_ing_brand,reason_ing,signals_ing,foreign_flag,compromised_host_es
http://005pyn4t.com/bg/directing/www.atbonline.com/atb/question.php,6,spanish_brand:ing;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0c4d4e6.wcomhost.com/banco-santander/particulares/iogin/home/sms_codigo.php,6,spanish_brand:santander;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0c4d4e6.wcomhost.com/Banco-Santander/particulares/Iogin/home/sms_codigo.php,6,spanish_brand:santander;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/4055483f021838a047b2,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/4055483f021838a047b2,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/4055483f021838a047b2/clients,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/4055483f021838a047b2/clients,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/4055483f021838a047b2/clients/pass.php,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/4055483f021838a047b2/clients/pass.php,6,spanish_brand:ing;spanish_whitelist_match:5483;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/a2b7505a25c4bf1c6406,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/a2b7505a25c4bf1c6406/clients,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406/clients,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/a2b7505a25c4bf1c6406/clients/pass.php,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/DE/a2b7505a25c4bf1c6406/clients/pass.php,6,spanish_brand:ing;spanish_whitelist_match:750;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://0fficevoicingforyoutolistenontimebeforeitexpires435ssds4rfsdda.s3.eu-de.cloud-object-storage.appdomain.cloud/index.html?email=kkiarie@gellerco.com,6,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:0fficevoicingforyoutolistenontimebeforeitexpires435ssds4rfsd;treated_as_false_positive_ing,False,False
http://146.249.92.34.bc.googleusercontent.com/directing/www.atbonline.com/atb/question.php,6,spanish_brand:ing;brand_plus_spanish_token;shortener_spain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://157.230.187.218/directing/www.atbonline.com/atb/question.php,5,spanish_brand:ing;fuzzy_whitelist_match:1487:86;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://195.110.58.237/sh/i489c5/orange/login.php?cmd=login_submit&id=d4559d4ca2750fe0000e816cff69c356d4559d4ca2750fe0000e816cff69c356&session=d4559d4ca2750fe0000e816cff69c356d4559d4ca2750fe0000e816cff69c356,5,spanish_brand:orange;spanish_whitelist_match:750;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://19781-manage-account-setings-snow.pages.dev,6,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:setings;treated_as_false_positive_ing,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/activityi.html,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/activityi.html,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/activityi.html,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/activityi.html,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files/files,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://198.55.96.123/index.php/false/py1n.html/discovercard.com/dfs/accounthome/summary/-www.schwab.com/secure.accurint.com/unfcu2.org/login1/wachovia.com/myaccounts.aspx/investing.schwab.com/secure/schwab/step1.html,5,spanish_brand:ing;fuzzy_whitelist_match:965:80;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://1ab0d2f3.web3-multichainconnect-dapps-listing.pages.dev,6,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain;brand_global_tld_boost,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://1fb.posting.home-accounts-business-id-7657434535435.xyz,5,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://1kr-fg-f8283b.ingress-baronn.ewp.live/wp-content/plugins/bic,5,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://1krjh-f878a6.ingress-alpha.ewp.live/wp-content/plugins/cas,5,spanish_brand:ing;brand_plus_spanish_token;brand_in_subdomain,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://212.104.43.201/errors/53/ndex.php/%5c'%5c'http:/212.104.43.201/errors/53/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/rc610020f9feb9444981811dd2ff136847-source.min.js.download,5,spanish_brand:ing;spanish_whitelist_match:9818;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://212.104.43.201/errors/53/ndex.php/%5c''%5c''http:/212.104.43.201/errors/53/fifththirdbankinglogin_fifththirdbank_files/fifththirdbankinglogin_fifththirdbank_files/fifththirdbankinglogin_fifththirdbank_files/fifththirdbankinglogin_fifththirdbank_files/rc610020f9feb9444981811dd2ff136847-source.min.js.download,5,spanish_brand:ing;spanish_whitelist_match:9818;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,internal_ing_in_token:fifththirdbankinglogin;treated_as_false_positive_ing,False,False
http://212.104.43.201/errors/53/ndex.php/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/widget_iframe.67506ef287a81e691ccccf99870d175e.html,5,spanish_brand:ing;spanish_whitelist_match:750;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
http://212.104.43.201/errors/53/ndex.php/''''''''http:/212.104.43.201/errors/53/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/fifth%20third%20banking%20login%20_%20fifth%20third%20bank_files/widget_iframe.67506ef287a81e691ccccf99870d175e.html,5,spanish_brand:ing;spanish_whitelist_match:750;brand_plus_spanish_token,2025-10-10T16:59:10.781436,v1 (v2.6 interna),False,not_brand,,False,False
