url,label,sector,entidad,notas,campaign,domain_complexity,domain_whitelist,trusted_token_context,host_entropy,infra_risk,brand_in_path,brand_match_flag
https://www.caixabank.es/particular/banca-digital.html,0,banca,caixabank,home bancaria oficial,,0.0,1,1,-0.0,0.0,0,0
https://www.ibercaja.es/particulares/,0,banca,ibercaja,,,0.0,1,1,-0.0,0.0,0,0
https://www.wizink.es/tarjetas,0,banca,wizink,,,0.4129323798903841,0,-1,-0.0,0.0,0,0
https://www.wizink.es/,0,banca,wizink,,,0.4129323798903841,0,-1,-0.0,0.0,0,0
https://www.cetelem.es/credito-y-prestamos/,0,banca,cetelem,,,0.7262622471837431,0,-1,-0.0,0.0,0,0
https://www.cetelem.es/,0,banca,cetelem,,,0.7262622471837431,0,-1,-0.0,0.0,0,0
https://www.cajamar.es/es/particulares/productos-y-servicios/banca-a-distancia/,0,banca,cajamar,,,0.7262622471837431,0,-1,-0.0,0.0,0,0
https://www.ibercaja.es/empresas/,0,banca,ibercaja,,,0.0,1,1,-0.0,0.0,0,0
https://www.cajamar.es/es/particulares/,0,banca,cajamar,,,0.7262622471837431,0,-1,-0.0,0.0,0,0
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/banca-online,0,banca,kutxabank,,,0.0,1,1,2.584962500721156,0.0,0,0
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares,0,banca,kutxabank,,,0.0,1,1,2.584962500721156,0.0,0,0
https://www.unicajabanco.es/es/particulares/hipotecas-y-prestamos/hipotecas,0,banca,unicaja banco,,,0.0,1,1,-0.0,0.0,0,0
https://www.unicajabanco.es/es/empresas-y-autonomos,0,banca,unicaja banco,,,0.0,1,1,-0.0,0.0,0,0
https://www.unicajabanco.es/es/banca-digital,0,banca,unicaja banco,,,0.0,1,1,-0.0,0.0,0,0
https://www.abanca.com/es/banca-personal/,0,banca,abanca,,,0.6755884452888479,0,-1,-0.0,0.0,0,0
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/productos/banca-omnicanal/banca-movil-/pys,0,banca,kutxabank,,,0.0,1,1,2.584962500721156,0.0,0,0
https://www.myinvestor.es/,0,banca,myinvestor,,,0.0,1,1,-0.0,0.0,0,0
https://www.myinvestor.es/cuentas/,0,banca,myinvestor,,,0.0,1,1,-0.0,0.0,0,0
https://mioficina.correos.es/es/es/login,0,logistica,correos,,,0.0,1,1,2.6416041678685938,0.0,0,0
https://www.correos.es/es/es/herramientas,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/atencion-al-cliente/recibir/codigo-de-envio,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-estandar,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/enviar,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/recibir/esperando-la-entrega/quiero-modificar-la-entrega,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/recibir/nuestros-puntos-de-entrega-y-recogida/citypaq,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/buzon-de-vacaciones,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/herramientas/codigos-postales/detalle,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/reenvio-postal,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/particulares/recibir,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/herramientas/formulario-online-de-envios-de-oficina,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://www.correos.es/es/es/atencion-al-cliente,0,logistica,correos,,,0.0,1,1,-0.0,0.0,0,0
https://mioficina.correos.es/es/es/registro/detalle,0,logistica,correos,,,0.0,1,1,2.6416041678685938,0.0,0,0
https://www.abanca.com/es/banca-a-distancia/banca-electronica/,0,banca,abanca,,,0.6755884452888479,0,-1,-0.0,0.0,0,0
https://www.abanca.com/es/empresas/,0,banca,abanca,,,0.6755884452888479,0,-1,-0.0,0.0,0,0
https://www.openbank.es/banca-segura,0,banca,openbank,,,0.0,1,1,-0.0,0.0,0,0
https://www.openbank.es/inversiones,0,banca,openbank,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/empresa/home/empresas_es.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/particular/seguridad/seguridad_es.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.caixabank.es/particular/home/particulares_es.html,0,banca,caixabank,,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.com/es/,0,banca,bbva,,,0.3417700450441065,0,-1,-0.0,0.0,0,0
https://www.bbva.es/empresas/banca-online.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
https://www.bbva.es/personas/ayuda/contacto.html,0,banca,bbva,,,0.0,1,1,-0.0,0.0,0,0
