url,label,domain_complexity,host_entropy,domain_whitelist_score,suspicious_path_token,token_density,trusted_token_context,infra_risk,fake_tld_in_subdomain_or_path,param_count_boost
https://www.caixabank.es/particular/banca-digital.html,0,31.699250014423125,-0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0
https://accounts.google.com/ServiceLogin?service=wise,0,19.182958340544896,2.75,0.0,0.0,0.0,-1.0,0.0,0.0,0.5
https://www.roblox.com/es/upgrades/robux?ctx=navpopover,0,22.516291673878225,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
https://zoom.us/es/join,0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.roblox.com/es/login,0,22.516291673878225,-0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
https://www.unicismadrid.es,0,45.33082813311301,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.pass.carrefour.es/zona-cliente/,0,31.699250014423125,1.8423709931771084,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://help.coinbase.com/es-es,0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://ing.ingdirect.es/pfm/#login,0,35.372433350641074,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.financieraelcorteingles.es/es/pago-de-recibos/,0,88.77547389606929,-0.0,0.0,1.0,0.1875,0.0,0.0,0.0,0.0
https://www.pccomponentes.com/login,0,49.83055213147549,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://www.mediamarkt.es/es/service/opciones-de-pago,0,37.98506523353571,-0.0,1.0,1.0,0.18,0.0,0.0,0.0,0.0
https://www.coinbase.com/es-es,0,36.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.dropbox.com/es_ES/login,0,27.7380469997765,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://identidad.ibercaja.es/soporte/plataforma/identidad/api/v1/Account/Login,0,30.25,2.4193819456463714,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://www.bancsabadell.com/bsnacional/es/empresas/,0,45.68621667532054,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.mrw.es/seguimiento/,0,9.509775004326936,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://sede.dgt.gob.es/es/multas/pago-de-multas/,0,15.84962500721156,1.5,0.0,1.0,0.18,0.0,0.0,1.0,0.0
https://sede.dgt.gob.es/es/otros-tramites/cita-previa/index.html,0,15.84962500721156,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://univia.unicajabanco.es/login,0,42.830828133113,2.2516291673878226,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://www.dgt.es/inicio/,0,9.509775004326936,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ibercaja.es/particulares/cuentas-tarjetas/cuentas/cuenta-vamos/,0,30.25,-0.0,0.0,0.0,0.16666666666666666,-1.0,0.0,0.0,0.0
https://www.ing.es/sobre-ing/app.html,0,9.509775004326936,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ionos.es/ayuda/sitios-web-tiendas/comprar-mywebsite-now-y-mywebsite-creator/pagos/,0,15.375424759098898,-0.0,1.0,1.0,0.0909090909090909,0.0,0.0,0.0,0.0
https://www.ionos.es/ayuda/mi-cuenta/factura-11-ionos/consultar-mis-facturas-de-11-ionos/,0,15.375424759098898,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://pasarela.clave.gob.es/Proxy2/ServiceProvider,0,27.863137138648348,2.4056390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ionos.es/ayuda/mi-cuenta/gestionar-mis-datos-de-acceso-y-contrasenas/iniciar-sesion-en-ionos-login/,0,15.375424759098898,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.ing.es/sobre-ing/app-movil-pc,0,9.509775004326936,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.netflix.com/es/login,0,30.88090414263364,-0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
https://sede.agenciatributaria.gob.es,0,74.44514936342443,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://areaclientes.orange.es,0,23.264662506490403,3.0220552088742005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.microsoft.com/es-es/microsoft-365/outlook/log-in,0,38.32013612986117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.netflix.com/es/loginHelp,0,30.88090414263364,-0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
https://www.zara.com/es/es/logon,0,12.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.portalcliente.mercadona.es/,0,35.372433350641074,3.327819531114783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://solicitudonline.abanca.com/Contratacion/es/contratacion_cuenta_clara_TdC_dinero/J,0,17.92481250360578,3.1898980954642875,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
https://www.seg-social.es/wps/portal/wss/internet/Inicio,0,40.585065233535715,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.openbank.es/banca-personal,0,30.25,-0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
https://www.grupocajarural.es/es,0,50.74887831258228,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.kutxabank.es/,0,32.70576668397442,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.kutxabank.es/bmweb/login,0,32.70576668397442,-0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://www.cajaruraldeasturias.com/es/particulares/nueva-ruralvia,0,73.05053578489685,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.bankinter.com/empresas/,0,38.32013612986117,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ruralcentral.es/es/particulares/004-seguridad-ruralvia,0,42.830828133113,-0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0
https://yosoymas.masmovil.es/login/primer-acceso,0,30.25,2.25,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
https://bit2me.com/es,0,25.84962500721156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.bankinter.com/banca/nav/banca-personal,0,38.32013612986117,-0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0
https://www.digimobil.es/atencion-cliente,0,31.699250014423125,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://univia.unicajabanco.es/recuperar-clave/ayuda,0,42.830828133113,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://wetransfer.com,0,40.90699332842307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ibercaja.es/banca-personal/,0,30.25,-0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
https://univia.unicajabanco.es,0,42.830828133113,2.2516291673878226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.bmedonline.es,0,37.98506523353571,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.unicajabanco.es/es/particulares,0,42.830828133113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://walletconnect.network,0,61.55538792711678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.correosexpress.es,0,44.975086345669496,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.bbva.es/personas.html#,0,10.5,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.bancosantander.es/particulares/banca-online/apps/santander,0,53.17744974115371,-0.0,1.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
https://www.orange.es/pago-facturas,0,23.264662506490403,-0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0
https://www.hbomax.com/es/es/sign-in,0,25.84962500721156,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://www.dhl.com/es-es/home/seguimiento.html,0,11.094737505048093,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://accounts.binance.com/es/login,0,27.7380469997765,2.75,0.0,0.0,0.0,-1.0,0.0,1.0,0.0
https://www.amazon.es/ap/signin,0,20.264662506490403,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.openbank.es/?toggleLogin&go-to-app=0,0,30.25,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666
https://www.ing.es/,0,9.509775004326936,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.openbank.es/app-openbank,0,30.25,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.ing.es/seguridad-internet,0,9.509775004326936,-0.0,1.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
https://m.vodafone.es/mves/login,0,30.25,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.caixabank.es/empresa/home/empresas_es.html,0,31.699250014423125,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.movistar.es/area-cliente/mi-cuenta/,0,33.0,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://www.bancosantander.es/particulares,0,53.17744974115371,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.bancomediolanum.es/es-ES/la-banca-personal/,0,60.72403072095334,-0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
https://login.decathlon.net/sign-in,0,41.209025018750054,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://ver.flixole.com/log-in,0,27.7380469997765,1.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.bbva.es/nimbus/signin.html,0,10.5,-0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
https://bancaelectronica.abanca.com,0,17.92481250360578,3.1556390622295662,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.habbo.es,0,15.375424759098898,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://mibp.es/es/welcome,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
https://www.abanca.com/es/,0,17.92481250360578,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
https://areadeclientes.mapfre.es,0,23.264662506490403,3.0930692077718898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
