url,label,sector,entidad,notas,campaign
https://www.caixabank.es/particular/banca-digital.html,0,banca,caixabank,home bancaria oficial,
https://www.ibercaja.es/particulares/,0,banca,ibercaja,,
https://www.wizink.es/tarjetas,0,banca,wizink,,
https://www.wizink.es/,0,banca,wizink,,
https://www.cetelem.es/credito-y-prestamos/,0,banca,cetelem,,
https://www.cetelem.es/,0,banca,cetelem,,
https://www.cajamar.es/es/particulares/productos-y-servicios/banca-a-distancia/,0,banca,cajamar,,
https://www.ibercaja.es/empresas/,0,banca,ibercaja,,
https://www.cajamar.es/es/particulares/,0,banca,cajamar,,
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/banca-online,0,banca,kutxabank,,
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares,0,banca,kutxabank,,
https://www.unicajabanco.es/es/particulares/hipotecas-y-prestamos/hipotecas,0,banca,unicaja banco,,
https://www.unicajabanco.es/es/empresas-y-autonomos,0,banca,unicaja banco,,
https://www.unicajabanco.es/es/banca-digital,0,banca,unicaja banco,,
https://www.abanca.com/es/banca-personal/,0,banca,abanca,,
https://portal.kutxabank.es/cs/Satellite/kb/es/particulares/productos/banca-omnicanal/banca-movil-/pys,0,banca,kutxabank,,
https://www.myinvestor.es/,0,banca,myinvestor,,
https://www.myinvestor.es/cuentas/,0,banca,myinvestor,,
https://mioficina.correos.es/es/es/login,0,logistica,correos,,
https://www.correos.es/es/es/herramientas,0,logistica,correos,,
https://www.correos.es/es/es/atencion-al-cliente/recibir/codigo-de-envio,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-estandar,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar,0,logistica,correos,,
https://www.correos.es/es/es/particulares/recibir/esperando-la-entrega/quiero-modificar-la-entrega,0,logistica,correos,,
https://www.correos.es/es/es/particulares/recibir/nuestros-puntos-de-entrega-y-recogida/citypaq,0,logistica,correos,,
https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/buzon-de-vacaciones,0,logistica,correos,,
https://www.correos.es/es/es/herramientas/codigos-postales/detalle,0,logistica,correos,,
https://www.correos.es/es/es/particulares/recibir/planifica-tus-entregas/reenvio-postal,0,logistica,correos,,
https://www.correos.es/es/es/particulares/recibir,0,logistica,correos,,
https://www.correos.es/es/es/herramientas/formulario-online-de-envios-de-oficina,0,logistica,correos,,
https://www.correos.es/es/es/atencion-al-cliente,0,logistica,correos,,
https://mioficina.correos.es/es/es/registro/detalle,0,logistica,correos,,
https://www.abanca.com/es/banca-a-distancia/banca-electronica/,0,banca,abanca,,
https://www.abanca.com/es/empresas/,0,banca,abanca,,
https://www.openbank.es/banca-segura,0,banca,openbank,,
https://www.openbank.es/inversiones,0,banca,openbank,,
https://www.caixabank.es/empresa/home/empresas_es.html,0,banca,caixabank,,
https://www.caixabank.es/particular/seguridad/seguridad_es.html,0,banca,caixabank,,
https://www.caixabank.es/particular/home/particulares_es.html,0,banca,caixabank,,
https://www.bbva.com/es/,0,banca,bbva,,
https://www.bbva.es/empresas/banca-online.html,0,banca,bbva,,
https://www.bbva.es/personas/ayuda/contacto.html,0,banca,bbva,,
https://www.bbva.es/personas/ayuda/seguridad.html,0,banca,bbva,,
https://www.bbva.es/personas/servicios/transferencias.html,0,banca,bbva,,
https://www.bbva.es/personas/servicios/banca-online.html,0,banca,bbva,,
https://www.bbva.es/personas/acceso/login.html,0,banca,bbva,,
https://www.bancosantander.es/particulares/prestamos/prestamo-personal,0,banca,santander,,
https://www.bancosantander.es/particulares/hazte-cliente,0,banca,santander,,
https://www.santander.com/es/home,0,banca,santander,,
https://www.bancosantander.es/empresas/banca-online/seguridad-online,0,banca,santander,,
https://www.bancosantander.es/empresas/banca-online,0,banca,santander,,
https://www.caixabank.es/particular/banca-digital/como-activar.html,0,banca,caixabank,,
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/tarifa-plana,0,logistica,correos,,
https://www.caixabank.es/empresa/bancadistancia/bancadistancia_es.html,0,banca,caixabank,,
https://www.ing.es/hazte-cliente,0,banca,ing,,
https://www.openbank.es/en/current-account,0,banca,openbank,,
https://www.openbank.es/,0,banca,openbank,,
https://www.bankinter.com/banca/nav/atencion-cliente/elevar-reclamacion,0,banca,bankinter,,
https://www.bankinter.com/banca/ayuda/agente-virtual,0,banca,bankinter,,
https://www.bankinter.com/banca/banca-distancia-online,0,banca,bankinter,,
https://www.bankinter.com/banca/contrata-tu-cuenta,0,banca,bankinter,,
https://www.bancsabadell.com/bsnacional/es/centro-de-ayuda/,0,banca,sabadell,,
https://www.bancsabadell.com/cs/Satellite/SabAtl/Volver-al-paso-anterior/GBS_Form_FA/1191332191487/1191345806389/es/,0,banca,sabadell,,
https://www.bancsabadell.com/bsnacional/es/particulares/tarjetas-bancarias/tarjeta-credito-classic/,0,banca,sabadell,,
https://www.bancsabadell.com/cs/Satellite/SabAtl/Que-hacemos-por-su-seguridad/6000020152359/en/,0,banca,sabadell,,
https://www.bancsabadell.com/bsnacional/es/particulares/cuentas-bancarias/cuenta-online-sabadell/,0,banca,sabadell,,
https://www.ing.es/sobre-ing/atencion-comercial-y-gestion-de-incidencias,0,banca,ing,,
https://www.ing.es/cuentas-ing,0,banca,ing,,
https://www.ing.es/cuenta-nomina-ing,0,banca,ing,,
https://www.ing.es/contacto,0,banca,ing,,
https://www.caixabank.es/particular/atencioclient/faqs/accesolo_faq1_es.html,0,banca,caixabank,,
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-light,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar/enviar-al-extranjero/paquetes-al-extranjero/paquete-internacional-premium,0,logistica,correos,,
https://www.correos.es/es/es/particulares/enviar/envios-nacionales/envios-economicos/paquete-azul,0,logistica,correos,,
https://www.amazon.es/gp/help/customer/display.html?nodeId=201819300,0,ecommerce,amazon espana,,
https://www.lineadirecta.com/contacto,0,energia,linea directa,,
https://www.mapfre.es/particulares/contacto/dar-parte-coche/,0,energia,mapfre,,
https://www.endesa.com/es/te-ayudamos/gestiones-contratos/usuario-area-privada-endesa,0,energia,endesa,,
https://www.iberdrola.es/wclifral/alta/registro/identifica-contrato,0,energia,iberdrola,,
https://www.iberdrola.es/informacion/ventajas-mi-area-cliente,0,energia,iberdrola,,
https://www.lineadirecta.com/clientes/login.init.faces,0,energia,linea directa,,
https://www.mapfre.es/particulares/,0,energia,mapfre,,
https://www.endesa.com/es/te-ayudamos/sobre-tu-factura/pagar-facturas,0,energia,endesa,,
https://www.iberdrola.es/gestiones/facturacion/factura-electronica,0,energia,iberdrola,,
https://sede.dgt.gob.es/es/,0,publico,dgt,,
https://sede.seg-social.gob.es/wps/portal/sede/tramites,0,publico,seguridad social,,
https://sede.seg-social.gob.es/wps/portal/sede/sede/inicio,0,publico,seguridad social,,
https://sede.agenciatributaria.gob.es/Sede/notificaciones-cotejo-documentos.html,0,publico,aeat,,
https://www.amazon.es/gp/your-account/order-history,0,ecommerce,amazon espana,,
https://sede.agenciatributaria.gob.es/Sede/otros-servicios/cita-previa.html,0,publico,aeat,,
https://www.elcorteingles.es/ayuda/,0,ecommerce,el corte ingles,,
https://help.twitter.com/es,0,redessociales,twitter,,
https://www.linkedin.com/help/linkedin,0,redessociales,linkedin,,
https://developer.okta.com/docs/guides/implement-auth-code/overview/,0,saas,okta,,
https://auth0.com/docs/get-started/authentication-and-authorization-flow,0,saas,auth0,,
https://status.azure.com/es-es/status,0,saas,microsoft azure,,
https://www.cloudflarestatus.com/,0,saas,cloudflare,,
https://status.aws.amazon.com/,0,saas,amazon web services,,
https://stripe.com/es-es/docs/payments,0,saas,stripe espana,,
https://www.paypal.com/es/signin,0,saas,paypal espana,,
https://www.redsys.es/,0,cripto,redsys espana,,
https://www.netflix.com/es/,0,ecommerce,netflix (espana),,
https://te-ayudamos.mediamarkt.es/,0,ecommerce,mediamarkt,,
https://www.pccomponentes.com/login?srsltid=AfmBOorfZqVaf727e6g9_Jyeb18dbJUwQ2G5QeaDx7fbd_a0m1R21o44,0,ecommerce,pccomponentes,,
https://www.carrefour.es/servicios/click-and-collect.e,0,ecommerce,carrefour espana,,
https://www.carrefour.es/servicios/entrega-recogida-pedidos.e,0,ecommerce,carrefour espana,,
https://cuenta.elcorteingles.es/,0,ecommerce,el corte ingles,,
https://www.bancosantander.es/particulares/atencion-cliente/ayuda-urgente,0,banca,santander,,
https://academy.bit2me.com/es/,0,cripto,bit2me,,
https://www.kraken.com/es-es/sign-in,0,cripto,kraken,,
https://wwwapps.ups.com/pickup/pending?loc=es_ES,0,logistica,ups espana,,
https://www.ups.com/track?loc=es_ES,0,logistica,ups espana,,
https://www.dhl.com/es-es/ecommerce/home/private-shipments/customer-service/track-trace.html,0,logistica,dhl espana,,
https://www.dhl.com/es-es/home/seguimiento.html,0,logistica,dhl espana,,
https://mygls.gls-spain.es/,0,logistica,gls espana,,
https://gls-group.com/ES/es/recibir-paquetes/seguimiento-envio/,0,logistica,gls espana,,
https://www.nacex.es/s.do?exp=423234432&v=1DOJTCPJNO,0,logistica,nacex,,
https://www.nacex.es/irFaqs.do,0,logistica,nacex,,
https://www.nacex.es/irSeguimiento.do,0,logistica,nacex,,
https://www.mrw.es/empresa_mensajeria_urgente/mrw_contacto_paqueteria.asp,0,logistica,mrw,,
https://www.mrw.es/seguimiento/,0,logistica,mrw,,
https://www.seur.com/miseur/mis-envios,0,logistica,seur,,
https://www.seur.com/miseur/home,0,logistica,seur,,
https://www.correos.es/es/es/herramientas/localizador/envios/detalle,0,logistica,correos,,
https://www.correos.es/es/es/atencion-al-cliente/tarifas,0,logistica,correos,,
https://account.microsoft.com/,0,saas,microsoft,,
https://support.kraken.com/hc/es,0,cripto,kraken,,
https://www.office.com/login?es=UnauthClick,0,saas,microsoft,,
https://admin.google.com/,0,saas,google workspace,,
https://status.coinbase.com/,0,cripto,coinbase,,
https://www.coinbase.com/es/learn,0,cripto,coinbase,,
https://accounts.coinbase.com/signin?lang=es,0,cripto,coinbase,,
https://developers.binance.com/docs/wallet/others/system-status,0,cripto,binance,,
https://www.binance.com/es/network,0,cripto,binance,,
https://www.binance.com/es/price/bitcoin,0,cripto,binance,,
https://www.binance.com/es/support/faq/list/7,0,cripto,binance,,
https://www.binance.com/es/support,0,cripto,binance,,
https://accounts.binance.com/es/register,0,cripto,binance,,
https://dashboard.stripe.com/login,0,saas,stripe,,
https://gitlab.com/-/status,0,saas,gitlab,,
https://www.githubstatus.com/,0,saas,github,,
https://help.ovhcloud.com/csm/es-es/faq-support?id=kb_article_view&sysparm_article=KB0054565,0,saas,ovhcloud,,
https://login.ionos.es/,0,saas,ionos,,
https://www.google.com/appsstatus/dashboard/,0,saas,google workspace,,
https://myaccount.microsoft.com/,0,saas,microsoft,,
https://www.bancosantander.es/particulares/banca-online/transferencias,0,banca,santander,,
https://www.cajamar.es/es/empresas/,0,banca,cajamar,,
https://pasarela.clave.gob.es/Proxy2/ServiceProvider,0,publico,clave,portal Cl@ve oficial,
https://www.bancomediolanum.es/es-ES/la-banca-personal/,0,banca,bancomediolanum,portal Banco Mediolanum oficial,
https://www.bancosantander.es/particulares,0,banca,bancosantander,home bancaria oficial,
https://www.movistar.es/area-cliente/mi-cuenta/,0,teleco,movistar,área de clientes Movistar oficial,
https://m.vodafone.es/mves/login,0,teleco,vodafone,login Vodafone oficial,
https://www.ing.es/seguridad-internet,0,banca,ing,sección de seguridad oficial,
https://www.openbank.es/app-openbank,0,banca,openbank,app móvil oficial,
https://www.ing.es/,0,banca,ing,home bancaria oficial,
https://www.openbank.es/?toggleLogin&go-to-app=0,0,banca,openbank,login Openbank oficial,
https://login.decathlon.net/sign-in,0,ecommerce,decathlon,login Decathlon oficial,
https://www.amazon.es/ap/signin,0,ecommerce,amazon,login Amazon oficial,
https://www.hbomax.com/es/es/sign-in,0,streaming,hbomax,login HBO Max oficial,
https://www.orange.es/pago-facturas,0,teleco,orange,portal Orange facturas oficial,
https://www.bancosantander.es/particulares/banca-online/apps/santander,0,banca,bancosantander,app móvil oficial,
https://www.bbva.es/personas.html#,0,banca,bbva,home bancaria oficial,
https://www.correosexpress.es,0,logistica,correosexpress,portal Correos Express oficial,
https://walletconnect.network,0,cripto,walletconnect,portal WalletConnect oficial,
https://www.unicajabanco.es/es/particulares,0,banca,unicajabanco,home bancaria oficial,
https://www.bmedonline.es,0,banca,bmedonline,portal Banco Mediolanum oficial,
https://accounts.binance.com/es/login,0,cripto,binance,portal Binance oficial,
https://ver.flixole.com/log-in,0,streaming,flixole,login FlixOlé oficial,
https://www.bbva.es/nimbus/signin.html,0,banca,bbva,login BBVA oficial,
https://bancaelectronica.abanca.com,0,banca,abanca,portal banca electrónica Abanca oficial,
https://www.correos.es/es/es/herramientas/localizador/envios,0,logistica,correos,seguimiento/envíos oficial,
https://www.bbva.es/general/seguridad.html,0,banca,bbva,sección de seguridad oficial,
